"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","37","2.625","18.9",".","35.1","8.1","24.3","5.4","5.4",".",".",".",".",".",".","2.7",".","."
"","002
100","32","2.641","9.4","6.3","31.3","9.4","43.8",".",".",".",".",".",".",".",".",".",".","."
"","003
100","42","3.155","23.8","16.7","40.5","4.8","14.3",".",".",".",".",".",".",".",".",".",".","."
"","004
100","36","2.771","11.1","11.1","33.3","5.6","36.1",".",".",".",".",".",".",".",".",".",".","2.8"
"","005
100","39","3.000","20.5","10.3","41.0","5.1","23.1",".",".",".",".",".",".",".",".",".",".","."
"","006
100","42","2.793","7.1","14.3","35.7","11.9","28.6",".",".","2.4",".",".",".",".",".",".",".","."
"","007
100","42","2.952","16.7","7.1","50.0","7.1","16.7","2.4",".",".",".",".",".",".",".",".",".","."
"","008
100","41","3.159","26.8","14.6","41.5","7.3","7.3",".","2.4",".",".",".",".",".",".",".",".","."
"","009
100","40","3.113","27.5","10.0","42.5","2.5","15.0","2.5",".",".",".",".",".",".",".",".",".","."
"","010
100","41","3.037","19.5","12.2","43.9","4.9","19.5",".",".",".",".",".",".",".",".",".",".","."
"","011
100","41","2.650","4.9","7.3","46.3","2.4","31.7","4.9",".",".",".",".",".",".",".",".",".","2.4"
"","012
100","41","3.293","41.5","9.8","31.7","4.9","9.8","2.4",".",".",".",".",".",".",".",".",".","."
"","013
100","31","2.677","6.5","16.1","35.5","3.2","32.3","6.5",".",".",".",".",".",".",".",".",".","."
"","014
100","43","3.128","27.9","20.9","20.9","9.3","20.9",".",".",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","548","2.943","19.2","11.3","38.0","6.2","22.4","1.6","0.5","0.2",".",".",".",".",".","0.2",".","0.4"
"","211
001","49","3.357","42.9","12.2","30.6","6.1","6.1","2.0",".",".",".",".",".",".",".",".",".","."
"","002
211","46","3.130","39.1","6.5","23.9","6.5","21.7","2.2",".",".",".",".",".",".",".",".",".","."
"","003
211","43","3.186","44.2","4.7","23.3","4.7","20.9","2.3",".",".",".",".",".",".",".",".",".","."
"","004
211","47","3.351","42.6","8.5","34.0","6.4","8.5",".",".",".",".",".",".",".",".",".",".","."
"","005
211","47","3.191","36.2","8.5","36.2","4.3","12.8",".","2.1",".",".",".",".",".",".",".",".","."
"","006
211","41","3.050","24.4","12.2","34.1","2.4","24.4",".",".","2.4",".",".",".",".",".",".",".","."
"","007
211","44","2.988","22.7","9.1","38.6","2.3","22.7","2.3",".",".",".",".",".",".","2.3",".",".","."
"Intro Managerial Accounting","Course Total","317","3.186","36.3","8.8","31.5","4.7","16.4","1.3","0.3","0.3",".",".",".",".","0.3",".",".","."
"","300
001","44","3.261","34.1","25.0","22.7","9.1","4.5","2.3","2.3",".",".",".",".",".",".",".",".","."
"","002
300","33","3.045","18.2","21.2","42.4","6.1","6.1","3.0","3.0",".",".",".",".",".",".",".",".","."
"","003
300","43","3.048","23.3","25.6","20.9","11.6","9.3","4.7","2.3","2.3",".",".",".",".",".",".",".","."
"","004
300","35","2.774","17.1","8.6","28.6","8.6","14.3","11.4",".","11.4",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","155","3.053","23.9","20.6","27.7","9.0","8.4","5.2","1.9","3.2",".",".",".",".",".",".",".","."
"","001
301","40","3.388","42.5","27.5","12.5","10.0","5.0",".","2.5",".",".",".",".",".",".",".",".","."
"","002
301","44","3.307","29.5","31.8","18.2","15.9","2.3","2.3",".",".",".",".",".",".",".",".",".","."
"","003
301","39","3.346","30.8","28.2","23.1","15.4","2.6",".",".",".",".",".",".",".",".",".",".","."
"","004
301","42","3.429","33.3","40.5","14.3","2.4","9.5",".",".",".",".",".",".",".",".",".",".","."
"","005
301","37","3.446","29.7","40.5","18.9","10.8",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","202","3.381","33.2","33.7","17.3","10.9","4.0","0.5","0.5",".",".",".",".",".",".",".",".","."
"","302
001","41","3.213","36.6","9.8","29.3","2.4","19.5",".",".",".",".",".",".",".","2.4",".",".","."
"","002
302","27","3.096","29.6","14.8","22.2","11.1","14.8","3.7",".",".",".",".",".",".","3.7",".",".","."
"Financial Reporting II","Course Total","68","3.167","33.8","11.8","26.5","5.9","17.6","1.5",".",".",".",".",".",".","2.9",".",".","."
"","001
310","34","3.603","50.0","29.4","14.7","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"","002
310","31","3.629","48.4","29.0","22.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","65","3.615","49.2","29.2","18.5","1.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"Engineerng Economc Analysis","001
313","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","33","2.939","30.3","18.2","21.2","6.1","12.1","6.1","6.1",".",".",".",".",".",".",".",".","."
"","340
001","42","3.286","26.2","26.2","31.0","11.9","4.8",".",".",".",".",".",".",".",".",".",".","."
"","002
340","39","3.436","30.8","35.9","23.1","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
340","35","3.314","28.6","17.1","42.9","11.4",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 51 of 410"
