"TERM : 1082","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2007-2008","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"ART
168","Dept. Total","1638","3.610","58.1","22.8","11.7","3.4","1.6","0.7","0.7","0.5","0.1",".","",".","",".","",".",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.353","37.2","26.5","23.0","6.2","5.3",".","1.8",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","238","3.476","45.8","27.7","15.5","6.7","2.1","1.7","0.4",".",".",".","",".","",".","",".",".",".","."
"Junior","","434","3.566","50.5","30.4","12.9","3.0","0.7","1.2","1.2","0.2",".",".","",".","",".","",".",".",".","."
"Senior","","519","3.608","56.6","22.5","11.6","3.3","2.5","0.6","0.8","1.2","0.2",".","",".","",".","",".",".","0.4","0.4"
"Undergraduates","","1304","3.547","50.9","26.5","13.7","4.1","2.1","0.9","0.9","0.5","0.1",".","",".","",".","",".",".","0.2","0.2"
"Special","","34","3.833","76.5","5.9","8.8","2.9",".",".",".","5.9",".",".","",".","",".","",".",".",".","."
"Graduate","","300","3.904","87.0","9.0","3.3","0.3",".",".",".",".",".",".","",".","",".","",".",".","0.3","."
"","Dept. Total","1638","3.610","58.1","22.8","11.7","3.4","1.6","0.7","0.7","0.5","0.1",".","",".","",".","",".",".","0.2","0.1"
