"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"","991
054","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","40","",".",".",".",".",".",".",".","95.0","",".",".",".","5.0",".",".",".","."
"NUTR SCI
694","Dept. Total","1473","2.843","16.3","14.7","19.3","12.3","19.5","3.0","0.9","4.6","",".","8.8","0.1","0.1","0.1","0.2",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","494","2.757","9.9","15.4","22.9","15.6","25.9","2.6","0.4",".","",".","6.9","0.2",".","0.2",".",".","."
"Sophomore","","310","2.777","16.1","11.3","17.1","15.2","21.9","3.9","1.3",".","",".","12.6",".",".",".","0.3",".","0.3"
"Junior","","230","2.691","10.0","15.2","17.8","12.6","22.2","4.8","1.7",".","",".","15.7",".",".",".",".",".","."
"Senior","","285","3.050","22.5","19.6","23.2","9.1","14.0","2.8","1.1","0.7","",".","6.7",".",".",".","0.4",".","."
"Undergraduates","","1319","2.818","14.1","15.3","20.7","13.6","21.8","3.3","1.0","0.2","",".","9.7","0.1",".","0.1","0.2",".","0.1"
"Special","","21","3.333","38.1","19.0","19.0","9.5",".",".",".",".","",".","9.5",".",".",".","4.8",".","."
"Graduate","","130","3.806","34.6","6.2","6.2",".",".",".",".","50.8","",".",".",".","1.5","0.8",".",".","."
"Prof Yr 3","","3","3.667","33.3","66.7",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3","3.667","33.3","66.7",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1473","2.843","16.3","14.7","19.3","12.3","19.5","3.0","0.9","4.6","",".","8.8","0.1","0.1","0.1","0.2",".","0.1"
