"TERM : 1082","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2007-2008","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","430","3.587","34.7","25.8","13.7","2.8","0.2","",".","",".","14.0","",".","8.4","",".","0.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","16","3.421","37.5","31.3","25.0","6.3",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","93","3.582","40.9","33.3","16.1","3.2",".","",".","",".",".","",".","6.5","",".",".","",".",".",".","."
"Senior","","197","3.529","32.5","31.5","17.8","3.0",".","",".","",".",".","",".","15.2","",".",".","",".",".",".","."
"Undergraduates","","307","3.542","35.5","31.9","17.6","3.3",".","",".","",".",".","",".","11.7","",".",".","",".",".",".","."
"Special","","8","3.250","12.5","12.5","12.5","12.5",".","",".","",".","25.0","",".","25.0","",".",".","",".",".",".","."
"Graduate","","143","3.766","27.3","8.4","2.8","0.7","0.7","",".","",".","40.6","",".","18.2","",".","1.4","",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","1","",".",".",".",".",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","Dept. Total","459","3.587","32.5","24.2","12.9","2.6","0.2","",".","",".","13.3","",".","13.9","",".","0.4","",".",".",".","."
