"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10483","3.211","36.5","13.9","18.5","7.1","8.5","2.3","1.0","8.1","",".","2.7","0.0","0.7","0.2","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","1123","3.005","27.3","17.8","21.8","10.1","14.9","2.2","1.1",".","",".","4.4","0.2",".","0.1","0.1",".","0.1"
"Sophomore","","1365","3.081","31.1","18.8","18.2","11.0","11.4","3.3","1.4","0.1","",".","4.5",".",".",".","0.1",".","0.1"
"Junior","","2195","3.131","36.3","13.7","22.3","9.1","11.1","3.4","1.3","0.3","",".","2.5",".",".","0.0","0.0",".","."
"Senior","","3543","3.244","41.0","14.5","21.2","7.3","8.5","2.6","1.2","0.5","",".","2.5",".","0.1","0.1","0.3","0.1","0.0"
"Undergraduates","","8226","3.154","36.3","15.5","21.1","8.8","10.6","2.9","1.2","0.3","",".","3.1","0.0","0.0","0.1","0.1","0.1","0.0"
"Special","","171","3.245","39.2","11.7","18.1","4.1","5.8","1.8","1.8","9.4","",".","1.8",".","0.6",".","1.2","4.1","0.6"
"Graduate","","2087","3.693","38.1","7.9","8.5","0.6","0.4","0.0","0.0","38.2","",".","1.1",".","3.4","0.6",".","1.0","0.1"
"Prof Yr 1","","7","3.083","28.6","28.6","14.3","14.3","14.3",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","4","2.833",".","25.0","25.0",".","25.0",".",".","25.0","",".",".",".",".",".",".",".","."
"Prof Yr 3","","21","3.528","33.3","19.0","4.8","19.0",".",".",".","14.3","",".",".",".","9.5",".",".",".","."
"Prof Yr 4","","5","4.000","40.0",".",".",".",".",".",".","60.0","",".",".",".",".",".",".",".","."
"Professionals","","37","3.323","29.7","18.9","8.1","13.5","5.4",".",".","18.9","",".",".",".","5.4",".",".",".","."
"","College Total","10521","3.211","36.7","13.9","18.5","7.1","8.4","2.3","1.0","8.1","",".","2.7","0.0","0.7","0.2","0.1","0.3","0.1"
