"Senior Honors Thesis","681
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Senior Thesis","691
002","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Senior Thesis","001
692","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
002","3","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LEGAL ST
535","Dept. Total","185","3.103","22.7","21.6","31.9","11.9","7.6","3.2","0.5","",".","",".",".","",".","",".","",".","0.5",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"535
LEGAL ST","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","2.500",".","25.0","25.0","25.0","12.5",".","12.5","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","56","2.938","17.9","19.6","28.6","10.7","17.9","5.4",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","29","3.188","20.7","31.0","27.6","13.8","3.4","3.4",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","91","3.240","28.6","19.8","36.3","11.0","2.2","2.2",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","184","3.103","22.8","21.7","32.1","12.0","7.6","3.3","0.5","",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","",".",".",".",".",".",".",".","",".","",".",".","",".","",".","",".","100.0",".","."
"","Dept. Total","185","3.103","22.7","21.6","31.9","11.9","7.6","3.2","0.5","",".","",".",".","",".","",".","",".","0.5",".","."
