"","046
999","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","049
999","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","062
999","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"E C E
320","Dept. Total","1931","3.289","37.1","17.0","17.5","8.6","5.4","1.4","0.9","8.8","0.1","0.3","",".","2.0","0.3","0.2","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.120","15.5","27.6","36.2","8.6","10.3","1.7",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","100","3.245","41.0","20.0","23.0","8.0","5.0","1.0","2.0",".",".",".","",".",".",".",".",".","."
"Junior","","428","3.064","32.7","17.8","24.8","12.1","9.3","1.4","1.9",".",".",".","",".",".",".",".",".","."
"Senior","","797","3.267","41.5","19.2","18.6","11.3","5.9","2.0","0.8","0.3",".",".","",".",".",".","0.3",".","0.3"
"Undergraduates","","1383","3.197","37.7","19.2","21.5","11.2","7.1","1.7","1.2","0.1",".",".","",".",".",".","0.1",".","0.1"
"Special","","42","3.363","42.9","11.9","11.9","4.8",".","4.8","2.4","9.5",".",".","",".",".","9.5",".","2.4","."
"Graduate","","578","3.659","30.8","10.2","6.1","1.7","1.0","0.2","0.2","28.4","0.2","12.8","",".","6.7","0.3","0.2","1.0","."
"","Dept. Total","2003","3.289","35.8","16.4","16.9","8.3","5.2","1.3","0.9","8.5","0.0","3.7","",".","1.9","0.3","0.1","0.3","0.1"
