"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","","",""
"RELIG ST
856","Dept. Total","586","3.299","29.0","31.1","19.5","8.7","4.4","1.4","1.7","2.2","",".","1.9","",".","",".","",".",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.285","21.2","34.8","31.8","7.6","3.0","1.5",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","108","3.400","38.9","27.8","14.8","10.2","3.7",".","2.8","0.9","",".",".","",".","",".","",".",".",".","0.9"
"Junior","","152","3.325","32.2","34.2","15.8","9.9","4.6","2.0","1.3",".","",".",".","",".","",".","",".",".",".","."
"Senior","","248","3.223","24.6","29.4","21.4","7.7","5.2","1.6","2.0","3.6","",".","4.4","",".","",".","",".",".",".","."
"Undergraduates","","574","3.294","28.9","31.0","19.9","8.7","4.5","1.4","1.7","1.7","",".","1.9","",".","",".","",".",".",".","0.2"
"Special","","5","3.400","20.0","20.0",".","20.0",".",".",".","40.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","7","3.750","42.9","42.9",".",".",".",".",".","14.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","586","3.299","29.0","31.1","19.5","8.7","4.4","1.4","1.7","2.2","",".","1.9","",".","",".","",".",".",".","0.2"
