"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","18","2.972","22.2","16.7","27.8",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"","002
101","22","3.341","40.9","31.8","4.5",".","22.7",".",".",".",".",".",".",".",".",".",".","."
"","003
101","21","2.810","19.0","9.5","28.6","19.0","19.0",".","4.8",".",".",".",".",".",".",".",".","."
"","004
101","25","3.125","28.0","28.0","8.0","20.0","8.0",".","4.0","4.0",".",".",".",".",".",".",".","."
"","005
101","23","2.783","26.1","8.7","30.4",".","26.1",".","8.7",".",".",".",".",".",".",".",".","."
"","006
101","24","3.146","37.5","20.8","16.7","8.3","8.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","007
101","23","2.652","26.1","8.7","21.7","8.7","13.0","17.4","4.3",".",".",".",".",".",".",".",".","."
"","008
101","22","3.114","36.4","9.1","27.3","13.6","9.1",".","4.5",".",".",".",".",".",".",".",".","."
"","009
101","24","3.188","25.0","29.2","33.3",".","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","010
101","23","3.065","39.1","13.0","17.4","8.7","13.0","4.3","4.3",".",".",".",".",".",".",".",".","."
"","011
101","22","2.975","27.3","4.5","31.8","9.1","9.1","9.1",".","9.1",".",".",".",".",".",".",".","."
"","012
101","23","3.283","26.1","26.1","30.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","013
101","23","2.848","8.7","17.4","39.1","13.0","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"","014
101","23","3.348","39.1","21.7","21.7","4.3","13.0",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","316","3.050","28.8","17.7","24.1","8.5","14.2","2.8","2.8","0.9",".",".",".",".",".",".",".","."
"","102
001","15","3.133","13.3","20.0","53.3","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","002
102","18","2.972","5.6","16.7","61.1","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"","003
102","21","3.143","23.8","14.3","38.1","14.3","9.5",".",".",".",".",".",".",".",".",".",".","."
"","004
102","18","3.278","27.8","27.8","27.8","5.6","11.1",".",".",".",".",".",".",".",".",".",".","."
"","005
102","23","3.130","43.5","4.3","34.8","4.3","4.3",".","8.7",".",".",".",".",".",".",".",".","."
"","006
102","22","3.205","31.8","22.7","22.7",".","22.7",".",".",".",".",".",".",".",".",".",".","."
"","007
102","24","3.333","29.2","33.3","33.3",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","008
102","18","3.167","16.7","16.7","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","009
102","22","3.386","36.4","22.7","27.3","9.1","4.5",".",".",".",".",".",".",".",".",".",".","."
"","010
102","21","3.050","28.6","19.0","19.0","9.5","9.5","9.5",".","4.8",".",".",".",".",".",".",".","."
"","011
102","23","2.957","13.0","30.4","26.1","13.0","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"","012
102","24","3.417","29.2","29.2","37.5","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","013
102","21","2.975","19.0","19.0","38.1","4.8",".","14.3",".","4.8",".",".",".",".",".",".",".","."
"","014
102","22","3.190","18.2","22.7","45.5","4.5",".","4.5",".",".",".",".",".",".",".",".",".","4.5"
"","015
102","23","3.130","8.7","26.1","52.2","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","016
102","22","3.262","45.5","18.2","18.2","4.5",".",".","9.1","4.5",".",".",".",".",".",".",".","."
"","017
102","17","3.324","29.4","29.4","23.5","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","018
102","15","3.433","46.7","13.3","26.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","019
102","19","3.053","21.1","15.8","42.1","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".","."
"","020
102","24","3.313","37.5","25.0","16.7","4.2","16.7",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","412","3.194","26.5","21.6","34.2","7.0","6.1","2.4","1.2","0.7",".",".",".",".",".",".",".","0.2"
"","203
001","24","3.104","29.2","25.0","16.7","4.2","20.8","4.2",".",".",".",".",".",".",".",".",".","."
"","002
203","22","3.432","45.5","22.7","13.6","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","003
203","23","3.130","30.4","8.7","39.1","8.7","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","004
203","23","3.273","34.8","30.4","8.7","4.3","13.0","4.3",".","4.3",".",".",".",".",".",".",".","."
"","005
203","18","3.028",".","16.7","72.2","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","006
203","24","3.250","20.8","37.5","33.3","4.2",".",".","4.2",".",".",".",".",".",".",".",".","."
"","007
203","24","3.208",".","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","008
203","22","3.273","36.4","18.2","27.3","9.1","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","009
203","24","3.479","41.7","29.2","16.7","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"","010
203","23","3.022","8.7","30.4","43.5","8.7","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 307 of 410",""
