"Directed Study","Course Total","17","3.952","70.6","5.9",".",".",".",".",".","23.5",".",".",".",".",".",".",".","."
"","001
775","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","002
775","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"PATH-BIO
703","Dept. Total","550","3.368","28.5","30.2","26.7","6.2","1.6",".",".","6.7",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"703
PATH-BIO","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior","","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","4","3.889","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special","","4","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Graduate","","2","3.667","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","546","3.343","20.9","30.0","26.9","6.2","1.6",".",".","14.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","72","4.000","54.2",".",".",".",".",".",".","45.8",".",".",".",".",".",".",".","."
"Professionals","","618","3.364","24.8","26.5","23.8","5.5","1.5",".",".","18.0",".",".",".",".",".",".",".","."
"","Dept. Total","628","3.368","25.0","26.4","23.4","5.4","1.4",".",".","18.3",".",".",".",".",".",".",".","."
