"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"JEWISH STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"510
JEWISH","","","","","","","","","","","","","","","","","","","",""
"Introduction to Judaism","211","001","67","3.537","40.3","34.3","19.4","4.5","1.5",".",".",".",".",".",".",".",".",".",".","."
"The American Jewish Experience","219","001","28","3.250","7.1","50.0","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Modern Jewish Hist","220","001","18","3.028","16.7","11.1","44.4","16.7","11.1",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biblical Lit","227","001","12","3.083","33.3","16.7","33.3",".","8.3",".","8.3",".",".",".",".",".",".",".",".","."
"Biblical Poetry in Translation","237","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Hebrew Literature","301","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Classical Rabbinic Lit in Tran","328","001","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Jewish Civilization","371","001","16","3.438","25.0","37.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Modern Hebrew Lit","401","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Jewish Studies","490","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Biblical Texts, Poetry","513","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","515","001","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","515","002","27","3.426","33.3","40.7","11.1","7.4","7.4",".",".",".",".",".",".",".",".",".",".","."
"Holocaust: Hist, Memory & Educ","","Course Total","37","3.514","37.8","43.2","8.1","5.4","5.4",".",".",".",".",".",".",".",".",".",".","."
"Rdgs-Contemp Hebrew Lit","533","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"The Holocaust:Facts, Trials","625","001","85","3.116","21.2","25.9","20.0","17.6","9.4","2.4",".","2.4",".",".",".",".",".",".","1.2","."
"Israeli Politics and Society","665","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","2","***","","","","","","","","","","","","","","","",""
"Directed Study","699","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"JEWISH
510","","Dept. Total","289","3.333","29.1","32.2","21.5","9.3","5.5","0.7","0.3","0.7",".",".",".","0.3",".",".","0.3","."
