"L&S","","","","","","","","","","","","","","","","","","","",""
"E ASIAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"E ASIAN
Dept. Total
295","1007","3.499","46.7","26.3","13.5","5.0","3.9","0.6","0.7","1.6","0.2","0.5","",".","",".","0.7",".","0.2","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","133","3.433","43.6","29.3","12.8","6.8","5.3","0.8","0.8",".",".",".","",".","",".","0.8",".",".","."
"Sophomore","231","3.460","46.3","26.0","13.0","5.6","6.9","0.4","0.9","0.4",".",".","",".","",".",".",".",".","0.4"
"Junior","249","3.501","44.6","25.3","19.7","5.6","3.2","0.8",".","0.8",".",".","",".","",".",".",".",".","."
"Senior","256","3.504","44.5","30.1","11.3","5.1","3.1","0.8","0.8","2.0",".","1.6","",".","",".","0.8",".",".","."
"Undergraduates","869","3.478","44.9","27.5","14.4","5.6","4.5","0.7","0.6","0.9",".","0.5","",".","",".","0.3",".",".","0.1"
"Special","15","3.018","33.3","20.0","6.7","6.7",".",".","13.3",".",".","6.7","",".","",".",".",".","13.3","."
"Graduate","122","3.811","61.5","18.0","8.2",".",".",".",".","6.6","1.6",".","",".","",".","3.3",".",".","0.8"
"Prof Yr 3","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Dept. Total","1007","3.499","46.7","26.3","13.5","5.0","3.9","0.6","0.7","1.6","0.2","0.5","",".","",".","0.7",".","0.2","0.2"
