"BUS","","","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"OTM
238","Dept. Total","653","3.354","33.7","26.5","22.7","10.7","5.1","0.8","",".","0.5","",".",".","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","125","3.080","17.6","26.4","26.4","18.4","8.8","2.4","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","236","3.110","19.9","21.6","30.9","17.4","9.3","0.8","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","361","3.100","19.1","23.3","29.4","17.7","9.1","1.4","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","15","3.407","33.3","26.7","33.3","6.7",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","275","3.686","53.1","30.2","13.5","1.8",".",".","",".","1.1","",".",".","",".","0.4","",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","2","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","653","3.354","33.7","26.5","22.7","10.7","5.1","0.8","",".","0.5","",".",".","",".","0.2","",".",".",".","."
