"","036
999","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","056
999","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","083
999","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","7","3.929","71.4","14.3",".",".",".",".",".","14.3","",".",".","",".",".",".",".",".","."
"ENVIR ST
360","Dept. Total","1298","3.277","32.4","22.6","19.2","9.9","6.9","1.3","0.2","4.1","",".","2.3","",".","0.6","0.1","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"360
ENVIR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","91","2.977","17.6","28.6","25.3","11.0","9.9","6.6","1.1",".","",".",".","",".",".",".",".",".","."
"Sophomore","","262","3.084","20.6","25.6","26.7","13.7","10.7","1.5","0.8",".","",".",".","",".",".",".",".",".","0.4"
"Junior","","315","3.251","23.8","30.8","26.0","12.1","6.0","1.0",".","0.3","",".",".","",".",".",".",".",".","."
"Senior","","372","3.321","36.8","22.8","17.5","11.6","8.6","1.1",".","1.3","",".",".","",".",".",".","0.3",".","."
"Undergraduates","","1040","3.209","27.1","26.4","23.1","12.2","8.5","1.6","0.3","0.6","",".",".","",".",".",".","0.1",".","0.1"
"Special","","9","3.633","33.3","11.1","11.1",".",".",".",".","44.4","",".",".","",".",".",".",".",".","."
"Graduate","","249","3.820","54.2","6.8","3.2","0.8","0.8",".",".","17.3","",".","12.0","",".","3.2","0.4",".","1.2","."
"","Dept. Total","1298","3.277","32.4","22.6","19.2","9.9","6.9","1.3","0.2","4.1","",".","2.3","",".","0.6","0.1","0.1","0.2","0.1"
