"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"FOLKLORE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","",""
"Introduction to Folklore","100
001","67","3.846","74.6","17.9","1.5","3.0",".",".",".","3.0",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","29","3.172","31.0","20.7","31.0","6.9",".","10.3",".",".",".",".",".",".",".",".",".","."
"The African Storyteller","210
001","94","2.872","19.1","13.8","29.8","18.1","10.6","6.4","2.1",".",".",".",".",".",".",".",".","."
"Global Language Issues","211
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Folklore of Wisconsin","320
001","40","3.663","45.0","42.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Africn-Amer Performnc","329
001","11","3.357","36.4","36.4",".",".",".",".","9.1","18.2",".",".",".",".",".",".",".","."
"Kalevala&Finn Folklr-Transl","347
001","17","3.500","41.2","41.2",".",".",".",".","5.9","11.8",".",".",".",".",".",".",".","."
"Javanese Performance","353
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dir Stdy-Folklore Undergrad","399
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"African Poetry","411
001","6","3.921","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"American Indian Folklore","431
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Folklore-Festivls&Celebratn","539
001","10","3.650","80.0","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"Seminar-American Folklore","630
001","11","3.864","90.9",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Independ Stdy-Folklore Grad","699
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"FOLKLORE
380","Dept. Total","300","3.407","46.3","20.7","14.7","8.0","3.3","3.3","1.3","2.3",".",".",".",".",".",".",".","."
