"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practicum-Teaching Japanese","208
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","243
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","002
243","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Pract in World Lang (K-12)","Course Total","","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","290
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
305","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
305","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
305","","18","3.694","66.7","16.7","5.6","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","77","3.916","89.6","6.5","1.3","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","322
001","","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
322","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
322","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Art","Course Total","","53","3.991","98.1","1.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","337
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
337","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
337","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Educ Practicum One","001
340","","49","",".",".",".",".",".",".",".",".",".","98.0",".",".",".",".",".","."
"","342
001","","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
342","","18","3.833","83.3","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching World Languages (K-8)","Course Total","","32","3.859","81.3","12.5","3.1","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching World Languages(6-12)","343
001","","18","3.806","77.8","11.1","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","354
001","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
354","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
354","","24","3.708","54.2","37.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Music","Course Total","","70","3.879","80.0","17.1","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","358
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
362","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
362","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
362","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
362","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Drama in Education","Course Total","","36","3.986","97.2","2.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","364
001","","25","3.729","68.0","12.0","8.0","8.0",".",".",".",".",".",".",".",".","4.0",".",".","."
"","002
364","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Education","Course Total","","49","3.865","83.7","6.1","4.1","4.1",".",".",".",".",".",".",".",".","2.0",".",".","."
"","001
367","","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
