"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"","103
001","","14","3.385","42.9","14.3","21.4",".","14.3",".",".",".","7.1",".",".",".",".",".",".","."
"","002
103","","10","2.750","20.0","10.0","10.0","10.0","20.0","10.0",".","20.0",".",".",".",".",".",".",".","."
"First Semester Greek","Course Total","","24","3.143","33.3","12.5","16.7","4.2","16.7","4.2",".","8.3","4.2",".",".",".",".",".",".","."
"","303
001","","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
303","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester Greek","Course Total","","9","3.672","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Greek","305
001","","16","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Herodotus","531
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate Survey","801
001","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Individual Research Thesis","890
021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"GREEK
428","Dept. Total","","70","3.495","50.0","17.1","17.1","1.4","5.7","1.4",".","5.7","1.4",".",".",".",".",".",".","."
