"Int'l Health & Global Society","","","","","","","","","","","","","","","","","","","","","",""
"Bioethics and the Law","905
001","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Grad Studies-Medical Hist","919
001","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Independent Study","999
001","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"MED HIST
452","Dept. Total","155","3.465","45.8","20.6","17.4","3.9","3.2","1.9","0.6","1.9","",".",".","",".","",".","2.6","0.6",".","1.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"452
MED HIST","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","2.400",".","20.0","20.0","20.0","20.0","20.0",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","22","3.433","45.5","22.7","13.6","9.1","9.1",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","76","3.486","43.4","27.6","17.1","2.6","2.6","1.3","1.3",".","",".",".","",".","",".","2.6","1.3",".","."
"Undergraduates","","103","3.420","41.7","26.2","16.5","4.9","4.9","1.9","1.0",".","",".",".","",".","",".","1.9","1.0",".","."
"Special","","11","3.367","36.4","9.1","18.2","9.1",".",".",".","27.3","",".",".","",".","",".",".",".",".","."
"Graduate","","34","3.625","58.8","8.8","23.5",".",".","2.9",".",".","",".",".","",".","",".",".",".",".","5.9"
"Prof Yr 4","","7","3.885","57.1","14.3",".",".",".",".",".",".","",".",".","",".","",".","28.6",".",".","."
"Professionals","","7","3.885","57.1","14.3",".",".",".",".",".",".","",".",".","",".","",".","28.6",".",".","."
"","Dept. Total","155","3.465","45.8","20.6","17.4","3.9","3.2","1.9","0.6","1.9","",".",".","",".","",".","2.6","0.6",".","1.3"
