"","070
990","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","071
990","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","075
990","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","73","",".",".",".",".",".",".",".","93.2",".",".",".","6.8",".",".",".","."
"ZOOLOGY
970","Dept. Total","2975","3.037","29.7","14.7","25.1","7.0","14.2","3.8","1.7","2.4","0.0","0.9",".","0.2","0.0","0.1",".","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","370","2.666","14.9","17.6","28.1","9.5","17.6","9.2","3.2",".",".",".",".",".",".",".",".","."
"Sophomore","","782","2.872","20.2","15.0","32.4","7.5","17.6","4.5","2.4",".","0.1","0.1",".",".",".",".",".","0.1"
"Junior","","731","3.051","27.9","15.3","27.8","8.5","15.2","3.1","0.8","0.1",".","1.2",".",".",".",".",".","."
"Senior","","875","3.241","40.1","15.4","20.1","5.8","11.9","2.5","1.5","0.1",".","1.9",".","0.1","0.1","0.3",".","."
"Undergraduates","","2758","3.012","27.8","15.6","26.7","7.5","15.2","4.1","1.8","0.1","0.0","1.0",".","0.0","0.0","0.1",".","0.0"
"Special","","28","3.464","50.0","10.7","21.4","3.6","10.7",".",".","3.6",".",".",".",".",".",".",".","."
"Graduate","","189","3.817","54.0","2.1","3.2","0.5","1.1",".",".","36.5",".",".",".","2.6",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","2976","3.037","29.7","14.7","25.1","7.0","14.2","3.8","1.7","2.4","0.0","0.9",".","0.2","0.0","0.1",".","0.0"
