"","012
999","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","014
999","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","022
999","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"ED POL
310","Dept. Total","455","3.564","41.1","29.0","11.9","4.4","2.0","0.2","0.2","5.5","",".","3.3","",".","0.7","1.3",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","8","3.188","25.0","25.0","12.5","37.5",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","105","3.276","27.6","32.4","21.9","9.5","6.7","1.0","1.0",".","",".",".","",".",".",".",".",".","."
"Senior","","151","3.537","38.4","36.4","17.9","4.6","1.3",".",".","0.7","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","281","3.457","37.7","32.4","18.1","7.1","3.2","0.4","0.4","0.4","",".",".","",".",".","0.4",".",".","."
"Special","","11","3.942","72.7","9.1",".",".",".",".",".","18.2","",".",".","",".",".",".",".",".","."
"Graduate","","163","3.798","44.8","24.5","1.8",".",".",".",".","13.5","",".","9.2","",".","1.8","3.1",".","1.2","."
"","Dept. Total","455","3.564","41.1","29.0","11.9","4.4","2.0","0.2","0.2","5.5","",".","3.3","",".","0.7","1.3",".","0.4","."
