"MUSIC","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","",""
"The Musical Experience","101
001","","161","2.962","11.2","34.2","26.7","9.3","5.6","8.1","1.9","3.1",".",".",".",".",".",".",".","."
"Intro-Mus Cult of the World","103
001","","38","3.143","26.3","21.1","21.1","10.5","10.5",".","2.6","7.9",".",".",".",".",".",".",".","."
"Opera","105
001","","75","3.700","72.0","10.7","12.0","1.3","2.7",".","1.3",".",".",".",".",".",".",".",".","."
"Intro to Music Technology","110
001","","10","3.700","60.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","111
001","","22","3.318","27.3","31.8","18.2","22.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
111","","15","3.786","60.0","26.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Elements of Music","Course Total","","37","3.500","40.5","29.7","13.5","13.5",".",".",".","2.7",".",".",".",".",".",".",".","."
"Music in Performance","001
113","","506","3.896","83.2","5.7","1.4",".","1.2","0.2","0.6","7.3",".",".",".",".",".",".","0.4","."
"","121
001","","27","3.241","11.1","29.6","55.6","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
121","","42","3.048","9.5","23.8","45.2","9.5","11.9",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 1","Course Total","","69","3.123","10.1","26.1","49.3","7.2","7.2",".",".",".",".",".",".",".",".",".",".","."
"","151
001","","35","3.271","40.0","31.4","8.6","5.7","5.7","5.7","2.9",".",".",".",".",".",".",".",".","."
"","002
151","","19","3.556","47.4","15.8","26.3","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"","003
151","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","","57","3.304","40.4","26.3","14.0","5.3","5.3","5.3","1.8","1.8",".",".",".",".",".",".",".","."
"","171
101","","15","3.333","20.0","33.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
171","","12","3.125","8.3","25.0","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","103
171","","14","3.107","14.3","28.6","28.6","21.4","7.1",".",".",".",".",".",".",".",".",".",".","."
"","104
171","","14","3.429","35.7","28.6","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","105
171","","14","3.214","14.3","50.0","14.3","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"Musica Pract:Aural Skills 1","Course Total","","69","3.246","18.8","33.3","30.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"The Big Bands","205
001","","293","3.509","45.7","27.0","13.3","6.8","4.1",".","0.7","2.4",".",".",".",".",".",".",".","."
"Survey-Hist Western Music","211
001","","57","3.219","28.1","29.8","14.0","14.0","14.0",".",".",".",".",".",".",".",".",".",".","."
"","221
001","","31","3.355","29.0","25.8","35.5","6.5","3.2",".",".",".",".",".",".",".",".",".",".","."
"","002
221","","30","3.433","26.7","36.7","33.3","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 3","Course Total","","61","3.393","27.9","31.1","34.4","4.9","1.6",".",".",".",".",".",".",".",".",".",".","."
"","253
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
253","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Conducting","Course Total","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Opera Workshop","257
001","","14","3.893","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
262","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
264","","25","3.920","88.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
264","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","","31","3.935","90.3","6.5","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
265","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
265","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","005
265","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Black Music Ensemble","266
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
001","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".","16.7",".","."
