"PhD Thesis-Management","Course Total","9","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"","999
088","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","129
999","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","4","***","","","","","","","","","","","","","","","","",""
"M H R
236","Dept. Total","1396","3.240","38.3","17.9","22.7","3.5","12.7","2.1","1.6","0.9","",".",".",".","0.1","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","486","2.872","22.0","9.7","33.3","7.2","21.8","3.1","2.7",".","",".",".",".",".","0.2",".",".","."
"Senior","","482","3.174","36.1","15.8","26.3","2.1","13.9","3.1","1.9","0.8","",".",".",".",".",".",".",".","."
"Undergraduates","","970","3.022","29.0","12.7","30.0","4.6","17.8","3.1","2.3","0.4","",".",".",".",".","0.1",".",".","."
"Special","","52","3.490","40.4","32.7","17.3","3.8","5.8",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","368","3.789","62.8","28.8","4.6","0.5","0.3",".",".","2.4","",".",".",".","0.3","0.3",".",".","."
"Prof Yr 2","","2","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","4","3.750","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","6","3.667","33.3","66.7",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","1396","3.240","38.3","17.9","22.7","3.5","12.7","2.1","1.6","0.9","",".",".",".","0.1","0.1",".",".","."
