"","040
999","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","049
999","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","050
999","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","051
999","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","11","3.926","81.8",".","9.1",".",".",".",".",".","",".",".","",".",".","9.1",".",".","."
"SOC WORK
896","Dept. Total","1384","3.782","69.1","19.1","6.9","1.6","0.7","0.2","0.2","1.2","",".",".","",".","0.1","0.6","0.1",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","2.375","50.0",".","16.7",".",".","16.7","16.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","113","3.723","67.3","20.4","7.1","1.8","3.5",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","245","3.700","65.7","17.6","11.0","2.0","1.2","0.8","0.4",".","",".",".","",".",".",".",".",".","1.2"
"Senior","","247","3.731","67.2","16.2","10.9","4.0","0.8",".","0.4",".","",".",".","",".",".",".","0.4",".","."
"Undergraduates","","611","3.706","66.4","17.3","10.3","2.8","1.5","0.5","0.5",".","",".",".","",".",".",".","0.2",".","0.5"
"Special","","21","3.855","57.1","19.0",".",".",".",".",".","23.8","",".",".","",".",".",".",".",".","."
"Graduate","","752","3.857","71.7","20.6","4.3","0.7",".",".",".","1.6","",".",".","",".","0.1","1.1",".",".","."
"","Dept. Total","1384","3.782","69.1","19.1","6.9","1.6","0.7","0.2","0.2","1.2","",".",".","",".","0.1","0.6","0.1",".","0.2"
