"","990
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","004
990","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","007
990","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
508","Dept. Total","723","3.516","46.9","25.2","18.0","3.9","2.1","1.0","0.7","2.1","",".",".","",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","143","3.490","46.2","29.4","16.1","2.8","2.1",".","2.8","0.7","",".",".","",".","",".","",".",".",".","."
"Sophomore","","194","3.552","44.8","26.3","24.7","2.6","1.5",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","185","3.478","45.4","25.4","18.4","5.9","2.2","1.6","0.5","0.5","",".",".","",".","",".","",".",".",".","."
"Senior","","127","3.397","41.7","26.0","17.3","6.3","3.9","3.1",".","1.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","649","3.488","44.7","26.7","19.6","4.3","2.3","1.1","0.8","0.6","",".",".","",".","",".","",".",".",".","."
"Special","","15","3.824","46.7","6.7","6.7",".",".",".",".","26.7","",".",".","",".","",".","",".",".","13.3","."
"Graduate","","59","3.884","71.2","13.6","3.4",".",".",".",".","11.9","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","723","3.516","46.9","25.2","18.0","3.9","2.1","1.0","0.7","2.1","",".",".","",".","",".","",".",".","0.3","."
