"","047
999","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","053
999","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","078
999","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","8","3.947","75.0","12.5",".",".",".",".",".",".",".",".","",".","12.5",".",".",".","."
"POLI SCI
778","Dept. Total","3892","3.120","21.4","27.2","25.8","12.7","6.8","2.1","1.4","1.4","0.0","0.1","",".","0.3","0.3","0.1","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","605","3.001","11.2","27.3","33.1","17.4","7.1","2.1","1.5",".",".",".","",".",".",".",".",".","0.3"
"Sophomore","","776","3.002","14.0","25.9","28.4","18.6","9.8","2.2","1.0",".",".",".","",".",".",".",".","0.1","."
"Junior","","1013","3.080","18.7","29.0","28.1","10.8","7.9","3.4","1.5","0.1",".","0.1","",".",".",".","0.2","0.2","0.1"
"Senior","","1213","3.229","27.1","28.0","23.9","10.7","5.3","1.2","1.6","0.8","0.1","0.3","",".","0.1","0.4","0.1","0.2","0.1"
"Undergraduates","","3607","3.095","19.3","27.7","27.6","13.5","7.3","2.2","1.4","0.3","0.0","0.1","",".","0.0","0.1","0.1","0.1","0.1"
"Special","","46","3.119","19.6","34.8","4.3","6.5","6.5","2.2","4.3","17.4",".",".","",".",".",".",".","4.3","."
"Graduate","","238","3.800","53.8","18.1","3.8","0.8",".",".",".","15.5",".",".","",".","5.0","2.5",".","0.4","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","3892","3.120","21.4","27.2","25.8","12.7","6.8","2.1","1.4","1.4","0.0","0.1","",".","0.3","0.3","0.1","0.2","0.1"
