"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","007","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","014","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","022","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","025","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","032","5","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research in Lit","Course Total","15","","",".","",".","",".",".","",".","",".","",".","66.7","6.7",".",".","26.7",".",".",".","."
"991","001","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","004","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","009","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"991","010","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","8","","",".","",".","",".",".","",".","",".","",".","100.0",".",".",".",".",".",".",".","."
