"","065
999","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","078
999","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","087
999","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Advanced Independent Study","Course Total","14","4.000","71.4",".",".",".",".",".",".","28.6","",".",".","",".",".","",".",".",".","."
"NURSING
692","Dept. Total","1824","3.665","52.6","20.4","8.2","2.8","1.2","0.2","0.4","3.7","",".","10.4","",".","0.2","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","43","3.714","65.1","14.0","16.3",".","2.3",".",".",".","",".","2.3","",".",".","",".",".",".","."
"Sophomore","","42","3.829","81.0","9.5","2.4",".","4.8",".",".",".","",".","2.4","",".",".","",".",".",".","."
"Junior","","320","3.504","38.1","15.6","10.9","2.8","1.9","0.3","0.6","0.6","",".","29.1","",".",".","",".",".",".","."
"Senior","","981","3.650","52.2","23.1","9.3","3.6","0.9","0.2","0.5","0.6","",".","9.5","",".","0.1","",".",".",".","."
"Undergraduates","","1386","3.627","50.2","20.7","9.7","3.2","1.3","0.2","0.5","0.6","",".","13.6","",".","0.1","",".",".",".","."
"Special","","15","3.738","60.0","20.0","13.3",".",".",".",".","6.7","",".",".","",".",".","",".",".",".","."
"Graduate","","416","3.795","60.3","19.5","3.1","1.7","0.7",".",".","13.9","",".","0.2","",".","0.5","",".",".",".","."
"Prof Yr 4","","7","3.833","57.1","28.6",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","14.3"
"Professionals","","7","3.833","57.1","28.6",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","14.3"
"","Dept. Total","1824","3.665","52.6","20.4","8.2","2.8","1.2","0.2","0.4","3.7","",".","10.4","",".","0.2","",".",".",".","0.1"
