"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","10984","3.695","58.8","16.2","7.8","2.6","2.0","0.5","0.5","5.5","0.1","4.8",".","0.4","0.5","0.1","0.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","800","3.343","51.0","19.1","12.8","5.9","6.9","2.1","1.5","0.1",".",".",".",".","0.1","0.4",".","0.1"
"Sophomore","","1203","3.431","48.8","22.9","13.7","7.4","4.4","1.5","0.4","0.6","0.1",".",".",".",".",".","0.1","0.2"
"Junior","","1973","3.587","54.2","23.2","10.8","3.6","2.4","0.6","0.8","1.3",".","2.7",".",".",".","0.2","0.1","0.1"
"Senior","","3801","3.745","60.2","14.6","7.3","1.5","1.4","0.2","0.4","4.3","0.1","9.6",".",".","0.2","0.0","0.1","0.1"
"Undergraduates","","7777","3.619","56.0","18.5","9.7","3.4","2.7","0.7","0.6","2.5","0.0","5.4",".",".","0.1","0.1","0.1","0.1"
"Special","","445","3.756","56.0","7.4","5.8","1.6","0.9",".","1.1","14.8",".","7.2",".",".","1.6","0.4","2.7","0.4"
"Graduate","","2738","3.891","67.6","11.0","2.5","0.4","0.1",".","0.0","12.1","0.2","2.8",".","1.8","1.4",".","0.2","."
"Prof Yr 1","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","4","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Prof Yr 3","","24","3.889","37.5","16.7",".",".",".",".",".","45.8",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","33","3.922","48.5","15.2",".",".",".",".",".","36.4",".",".",".",".",".",".",".","."
"","College Total","10993","3.695","58.8","16.2","7.8","2.6","2.0","0.5","0.5","5.5","0.1","4.8",".","0.4","0.5","0.1","0.2","0.1"
