"TERM : 1082","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2007-2008","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","452","3.559","47.6","11.1","20.4","2.4","2.9","0.2","0.9","12.8","",".",".","",".","0.7","",".",".","0.7","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","1.250",".",".",".","50.0",".",".","50.0",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","26","3.092","26.9","3.8","53.8","3.8","7.7","3.8",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","55","3.185","32.7","10.9","40.0","3.6","10.9",".","1.8",".","",".",".","",".",".","",".",".",".","."
"Senior","","85","3.344","41.2","12.9","34.1","7.1","2.4",".","2.4",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","168","3.229","35.7","10.7","38.7","6.0","6.0","0.6","2.4",".","",".",".","",".",".","",".",".",".","."
"Special","","4","3.625","50.0","25.0","25.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","114","3.818","41.2","0.9",".","0.9","1.8",".",".","49.1","",".",".","",".","1.8","",".",".","2.6","1.8"
"Prof Yr 1","","162","3.720","64.8","18.5","16.0",".","0.6",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".",".","",".",".",".","."
"Prof Yr 4","","3","4.000","33.3",".",".",".",".",".",".","33.3","",".",".","",".","33.3","",".",".",".","."
"Professionals","","166","3.720","63.9","18.1","15.7",".","0.6",".",".","1.2","",".",".","",".","0.6","",".",".",".","."
"","Dept. Total","452","3.559","47.6","11.1","20.4","2.4","2.9","0.2","0.9","12.8","",".",".","",".","0.7","",".",".","0.7","0.4"
