"L&S","","","","","","","","","","","","","","","","","","",""
"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","234
001","108","3.282","45.4","13.0","24.1","2.8","10.2","1.9","2.8",".",".",".",".",".",".",".",".","."
"","002
234","301","2.838","17.3","18.3","20.3","14.6","24.9","2.7","1.7",".",".",".",".",".",".","0.3",".","."
"","003
234","223","2.738","21.5","8.5","37.2","4.5","13.9","7.2","7.2",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","632","2.879","23.6","13.9","26.9","9.0","18.5","4.1","3.8",".",".",".",".",".",".","0.2",".","."
"","001
240","20","2.700","20.0","15.0","15.0","15.0","20.0","15.0",".",".",".",".",".",".",".",".",".","."
"","002
240","21","3.262","38.1","14.3","33.3",".","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","41","2.988","29.3","14.6","24.4","7.3","14.6","9.8",".",".",".",".",".",".",".",".",".","."
"Topics in Calculus I","001
275","27","3.259","18.5","18.5","59.3","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Math Statistics","309
001","12","3.042","50.0",".","16.7","8.3","16.7",".","8.3",".",".",".",".",".",".",".",".","."
"","319
001","67","2.776","28.4","6.0","20.9","17.9","11.9","11.9","3.0",".",".",".",".",".",".",".",".","."
"","002
319","53","2.623","24.5",".","32.1",".","28.3","11.3","3.8",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","120","2.708","26.7","3.3","25.8","10.0","19.2","11.7","3.3",".",".",".",".",".",".",".",".","."
