"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"442
Theme in 18th C Eng Lit","001","","29","3.207","13.8","37.9","34.5","10.3",".","3.4",".",".",".",".",".",".",".",".",".","."
"461
Intell Opinion-19c Eng Lit","001","","25","3.060","24.0","36.0","24.0",".","4.0","4.0","8.0",".",".",".",".",".",".",".",".","."
"465
Studies in Romantic Lit","001","","22","3.136","31.8","9.1","40.9","9.1","4.5",".","4.5",".",".",".",".",".",".",".",".","."
"466
Studies in Victorian Lit","001","","24","3.750","70.8","8.3","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"473
Victorian Poetry","001","","17","3.500","64.7","5.9","23.5",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"481
Jr Honors Seminar in Major","001","","12","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"500
Figures of Contemp Eng Lit","001","","35","3.843","88.6","8.6",".",".",".",".","2.9",".",".",".",".",".",".",".",".","."
"506
Modern British & Amer Drama","008","","33","3.288","18.2","36.4","33.3","9.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"507
Mod British Lit Since 1914","001","","28","3.019","7.1","32.1","25.0","21.4","10.7",".",".","3.6",".",".",".",".",".",".",".","."
"510
Select Maj Mod Brit/IrishPoets","001","","31","3.117","35.5","19.4","25.8","3.2","3.2",".","9.7","3.2",".",".",".",".",".",".",".","."
"511
Recent Fiction in English","009","","38","3.250","15.8","34.2","28.9","13.2","2.6",".",".","5.3",".",".",".",".",".",".",".","."
"516","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"516","008","","31","3.000","6.5","25.8","41.9","19.4","3.2","3.2",".",".",".",".",".",".",".",".",".","."
"Topics in 20C Lit in English","Course Total","","32","3.041","9.4","25.0","40.6","18.8","3.1","3.1",".",".",".",".",".",".",".",".",".","."
"553","001","","22","3.095","13.6","31.8","13.6","31.8","4.5",".",".","4.5",".",".",".",".",".",".",".","."
"553","002","","26","3.231","19.2","26.9","42.3","3.8","7.7",".",".",".",".",".",".",".",".",".",".","."
"Modern Critical Theories","Course Total","","48","3.170","16.7","29.2","29.2","16.7","6.3",".",".","2.1",".",".",".",".",".",".",".","."
"570
Women's Traditions in Novel","001","","30","3.411","20.0","40.0","30.0","3.3",".",".",".","3.3",".",".",".",".",".","3.3",".","."
"574
Topic-Women Writng&Fem Thry","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"626
Theme in 19th C Amer Lit","001","","33","3.318","24.2","36.4","33.3","3.0",".",".","3.0",".",".",".",".",".",".",".",".","."
"630
Theme in 20th C Amer Lit","000A","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"635
Maj Amer Novelists-1914-45","001","","32","3.150","18.8","21.9","31.3","12.5","9.4",".",".","6.3",".",".",".",".",".",".",".","."
"672
Selected Topics:Afro-Am Lit","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","069","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sr Honors Thesis in Major","Course Total","","2","***","","","","","","","","","","","","","","","",""
"691","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"695","057","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Creative Writing","Course Total","","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 206 of 410",""
