"","012
990","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","014
990","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"","016
990","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","12","",".",".",".",".",".",".",".","75.0","",".",".",".","25.0",".",".",".","."
"M S & E
636","Dept. Total","491","3.438","43.0","19.3","18.7","3.3","2.6","0.8","0.2","8.8","",".",".",".","2.6","0.4","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.875","87.5","8.3",".",".","4.2",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","128","3.222","26.6","28.1","33.6","6.3","3.1","2.3",".",".","",".",".",".",".",".",".",".","."
"Junior","","85","3.294","34.1","25.9","28.2","4.7","4.7","1.2","1.2",".","",".",".",".",".",".",".",".","."
"Senior","","100","3.540","52.0","22.0","20.0","3.0","3.0",".",".",".","",".",".",".",".",".",".",".","."
"Undergraduates","","337","3.359","40.4","24.3","25.8","4.5","3.6","1.2","0.3",".","",".",".",".",".",".",".",".","."
"Special","","2","2.500",".",".","50.0",".","50.0",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","152","3.828","49.3","8.6","2.6","0.7",".",".",".","28.3","",".",".",".","8.6","1.3","0.7",".","."
"","Dept. Total","491","3.438","43.0","19.3","18.7","3.3","2.6","0.8","0.2","8.8","",".",".",".","2.6","0.4","0.2",".","."
