"","059
990","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","060
990","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","36","",".",".",".",".",".",".",".","77.8","2.8",".",".","19.4",".",".",".","."
"Advanced Independent Study","999
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"M E
612","Dept. Total","2326","3.215","29.5","22.3","19.0","11.0","6.5","1.4","0.9","6.6","0.0","0.0",".","2.1","0.3","0.2","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.205","30.0","35.0","10.0","5.0","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"Sophomore","","229","3.155","23.6","21.4","27.5","15.3","7.4","0.4","0.9","3.1",".",".",".",".","0.4",".",".","."
"Junior","","527","3.031","23.7","22.4","23.7","14.4","9.3","2.5","1.5","2.1",".",".",".",".",".","0.2",".","0.2"
"Senior","","1012","3.181","29.0","26.3","20.9","13.0","7.6","1.8","0.8","0.2",".",".",".",".","0.1","0.3",".","."
"Undergraduates","","1788","3.136","26.7","24.6","22.5","13.6","8.2","1.8","1.1","1.1",".",".",".",".","0.1","0.2",".","0.1"
"Special","","43","3.296","37.2","16.3","20.9","4.7","9.3","2.3",".","2.3",".",".",".",".","7.0",".",".","."
"Graduate","","495","3.656","39.0","14.3","6.5","1.8","0.4",".","0.4","26.9","0.2","0.2",".","9.9","0.2",".","0.2","."
"","Dept. Total","2326","3.215","29.5","22.3","19.0","11.0","6.5","1.4","0.9","6.6","0.0","0.0",".","2.1","0.3","0.2","0.0","0.0"
