"","039
990","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","18","",".",".",".",".",".",".",".","83.3","",".",".",".","16.7",".",".",".","."
"Rsch in Physical Activity","991
001","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","999
015","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"KINES
742","Dept. Total","718","3.556","49.0","20.5","18.2","4.3","3.3","0.3","0.1","2.1","",".","1.3",".","0.4","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","23","2.922",".","21.7","52.2","13.0","13.0",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","76","3.182","21.1","19.7","36.8","15.8","6.6",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","164","3.535","45.1","28.0","18.3","4.3","4.3",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","389","3.648","60.9","19.5","14.9","1.8","2.1","0.5",".",".","",".",".",".",".","0.3",".",".","."
"Undergraduates","","652","3.558","50.2","21.8","19.6","4.4","3.5","0.3",".",".","",".",".",".",".","0.2",".",".","."
"Special","","15","2.961","26.7","13.3","13.3","13.3","6.7",".","6.7",".","",".","6.7",".",".","13.3",".",".","."
"Graduate","","48","3.860","39.6","6.3","2.1",".",".",".",".","29.2","",".","16.7",".","6.3",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".",".",".",".",".",".","."
"","Dept. Total","718","3.556","49.0","20.5","18.2","4.3","3.3","0.3","0.1","2.1","",".","1.3",".","0.4","0.4",".",".","."
