"","999
011","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","017
999","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","018
999","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","019
999","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Indep Reading & Research","Course Total","6","3.769","66.7",".","16.7",".",".",".",".",".","",".",".","",".","",".","16.7",".",".","."
"AFRICAN
104","Dept. Total","902","3.359","39.4","22.8","17.6","9.0","5.1","1.9","2.2","1.8","",".",".","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","255","3.196","26.3","26.3","22.7","13.7","5.5","2.4","3.1",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","219","3.313","36.5","21.5","21.5","9.1","6.8","2.3","1.8","0.5","",".",".","",".","",".",".",".",".","."
"Junior","","173","3.350","39.3","24.9","15.6","8.1","5.2","2.9","2.3","1.7","",".",".","",".","",".",".",".",".","."
"Senior","","149","3.460","49.7","21.5","12.8","8.1","5.4","0.7","2.0",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","796","3.312","36.3","23.7","19.0","10.2","5.8","2.1","2.4","0.5","",".",".","",".","",".",".",".",".","."
"Special","","12","3.303","33.3","16.7","16.7",".",".",".","8.3","25.0","",".",".","",".","",".",".",".",".","."
"Graduate","","94","3.839","66.0","16.0","6.4",".",".",".",".","9.6","",".",".","",".","",".","2.1",".",".","."
"","Dept. Total","902","3.359","39.4","22.8","17.6","9.0","5.1","1.9","2.2","1.8","",".",".","",".","",".","0.2",".",".","."
