"L&S","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY & GEOPHYSICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","",""
"GEOLOGY
420","Dept. Total","1664","2.970","23.1","17.1","23.5","11.5","12.4","4.4","1.6","4.6","0.2","0.2","",".","0.5","0.1","0.3","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"420
GEOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","222","2.831","18.0","14.4","29.7","11.3","19.4","4.5","2.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","426","2.881","19.7","18.1","27.0","13.1","15.3","5.4","1.2","0.2",".",".","",".",".",".",".",".","."
"Junior","","360","2.845","18.1","18.1","28.1","14.4","11.7","6.4","1.9","0.3",".","0.3","",".",".",".","0.6","0.3","."
"Senior","","451","3.044","27.3","17.3","22.0","12.2","12.0","3.8","1.6","2.0","0.4","0.7","",".","0.2",".","0.2","0.2","0.2"
"Undergraduates","","1459","2.909","21.4","17.3","26.1","12.9","14.0","5.0","1.7","0.8","0.1","0.3","",".","0.1",".","0.2","0.1","0.1"
"Special","","35","3.066","14.3","14.3","14.3","11.4","5.7",".","2.9","17.1","2.9",".","",".",".",".","5.7","11.4","."
"Graduate","","170","3.780","40.0","15.9","2.9",".",".",".",".","35.3","0.6",".","",".","4.1","0.6",".","0.6","."
"","Dept. Total","1664","2.970","23.1","17.1","23.5","11.5","12.4","4.4","1.6","4.6","0.2","0.2","",".","0.5","0.1","0.3","0.4","0.1"
