"","699
020","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","030
699","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","040
699","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","7","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"E A STDS
298","Dept. Total","136","3.783","76.5","12.5","5.1","0.7","2.2","1.5","",".","1.5","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.774","71.4","19.0","4.8","2.4","2.4",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","27","3.738","70.4","14.8","11.1",".","3.7",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","26","3.731","80.8","7.7","3.8",".","3.8","3.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","27","3.796","81.5","11.1","3.7",".",".","3.7","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","122","3.762","75.4","13.9","5.7","0.8","2.5","1.6","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","11","4.000","81.8",".",".",".",".",".","",".","18.2","",".",".","",".","",".","",".",".",".","."
"Graduate","","3","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","136","3.783","76.5","12.5","5.1","0.7","2.2","1.5","",".","1.5","",".",".","",".","",".","",".",".",".","."
