"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","","",""
"","999
082","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Spec Work-Ag & Appl Economics","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"A A E
108","Dept. Total","523","3.118","24.1","18.0","31.2","8.2","8.8","2.5","1.1","4.4","",".",".","",".","",".","1.3","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","104","3.173","21.2","19.2","42.3","11.5","4.8",".","1.0",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","92","2.910","10.9","22.8","34.8","12.0","15.2","3.3","1.1",".","",".",".","",".","",".",".",".",".","."
"Junior","","102","2.840","14.7","18.6","36.3","5.9","13.7","6.9","2.9","1.0","",".",".","",".","",".",".",".",".","."
"Senior","","134","3.201","33.6","15.7","26.9","9.7","9.7","2.2","0.7","0.7","",".",".","",".","",".",".","0.7",".","."
"Undergraduates","","432","3.045","21.3","18.8","34.5","9.7","10.6","3.0","1.4","0.5","",".",".","",".","",".",".","0.2",".","."
"Special","","5","3.719","60.0","20.0","20.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","86","3.629","36.0","14.0","15.1","1.2",".",".",".","24.4","",".",".","",".","",".","8.1",".","1.2","."
"","Dept. Total","523","3.118","24.1","18.0","31.2","8.2","8.8","2.5","1.1","4.4","",".",".","",".","",".","1.3","0.2","0.2","."
