"ASTRONOMY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","",""
"103","001","","137","2.808","16.1","20.4","21.2","13.9","15.3","8.0","2.2","1.5",".",".",".",".",".","0.7",".","0.7"
"103","002","","148","2.896","17.6","21.6","25.0","14.9","9.5","4.7","4.1","2.0",".",".",".",".",".",".","0.7","."
"103","003","","143","3.049","24.5","27.3","14.0","11.9","18.2","3.5","0.7",".",".",".",".",".",".",".",".","."
"The Evolving Universe","Course Total","","428","2.920","19.4","23.1","20.1","13.6","14.3","5.4","2.3","1.2",".",".",".",".",".","0.2","0.2","0.2"
"113","001","","15","2.967","6.7","6.7","66.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"113","002","","14","3.250","42.9","14.3","21.4","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".","."
"113","003","","14","2.929","21.4","14.3","28.6",".","35.7",".",".",".",".",".",".",".",".",".",".","."
"113","004","","10","3.200","30.0","10.0","40.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"113","005","","14","2.679","14.3","7.1","42.9",".","28.6",".","7.1",".",".",".",".",".",".",".",".","."
"113","006","","14","3.071","21.4","14.3","42.9",".","21.4",".",".",".",".",".",".",".",".",".",".","."
"Hands on the Universe","Course Total","","81","3.006","22.2","11.1","40.7","4.9","18.5","1.2","1.2",".",".",".",".",".",".",".",".","."
"310
Stellar Astrophysics","001","","25","3.063","24.0","20.0","36.0",".","8.0","4.0","4.0","4.0",".",".",".",".",".",".",".","."
"340
Solar System Astrophysics","001","","22","2.682","22.7","9.1","18.2","18.2","18.2","9.1","4.5",".",".",".",".",".",".",".",".","."
"681
Senior Honors Thesis","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"700
Basic Astrophysics I","001","","11","3.364","27.3","27.3","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"720
Intrstelr Med I-Basic Procs","001","","8","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","27","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
