"","017
699","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","022
699","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"Seminar-Oratory","950
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LATIN
524","Dept. Total","230","3.388","47.0","24.3","11.7","4.8","5.2","2.2","2.6","2.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","58","3.322","41.4","20.7","19.0","8.6","6.9","1.7","1.7",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","36","3.632","50.0","33.3","11.1","5.6",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","53","3.291","45.3","26.4","13.2",".","7.5","1.9","5.7",".","",".",".","",".","",".","",".",".",".","."
"Senior","","59","3.238","44.1","23.7","8.5","6.8","6.8","5.1","3.4","1.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","206","3.345","44.7","25.2","13.1","5.3","5.8","2.4","2.9","0.5","",".",".","",".","",".","",".",".",".","."
"Special","","7","3.900","57.1","14.3",".",".",".",".",".","28.6","",".",".","",".","",".","",".",".",".","."
"Graduate","","17","3.904","70.6","17.6",".",".",".",".",".","11.8","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","230","3.388","47.0","24.3","11.7","4.8","5.2","2.2","2.6","2.2","",".",".","",".","",".","",".",".",".","."
