"Chaucer's Canterbury Tales","367
001","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Bible in the Middle Ages","368
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Kalevala&Finnish Folk-Lore","444
001","","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Old Germanic Languages","755
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","23","3.340","34.8","21.7","17.4","13.0","",".","4.3","",".","8.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","1.000",".",".",".",".","",".","100.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.260","12.5","25.0","37.5","12.5","",".",".","",".","12.5","",".",".","",".","",".","",".",".",".","."
"Senior","","","13","3.512","46.2","23.1","7.7","15.4","",".",".","",".","7.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","22","3.312","31.8","22.7","18.2","13.6","",".","4.5","",".","9.1","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","4.000","100.0",".",".",".","",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","23","3.340","34.8","21.7","17.4","13.0","",".","4.3","",".","8.7","",".",".","",".","",".","",".",".",".","."
