"","990
011","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","014
990","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","040
990","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","887","2.873","19.8","13.2","20.4","21.5","9.6","3.8","1.8","9.7","",".","0.1","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.607","12.5","6.3","18.8","37.5",".","6.3","6.3","12.5","",".",".","",".","",".","",".",".",".","."
"Sophomore","","293","2.549","5.5","5.8","19.8","33.1","10.9","4.4","2.7","17.7","",".",".","",".","",".","",".",".",".","."
"Junior","","231","2.769","16.9","18.6","23.4","15.6","11.7","5.6","2.2","6.1","",".",".","",".","",".","",".",".",".","."
"Senior","","233","3.047","30.9","14.2","21.9","18.5","9.9","3.0","0.9","0.9","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","773","2.776","16.7","12.2","21.5","23.5","10.6","4.4","2.1","9.1","",".",".","",".","",".","",".",".",".","."
"Special","","16","3.313","50.0","6.3","6.3","31.3","6.3",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","98","3.564","39.8","22.4","14.3","4.1","2.0",".",".","16.3","",".","1.0","",".","",".","",".",".",".","."
"","Dept. Total","887","2.873","19.8","13.2","20.4","21.5","9.6","3.8","1.8","9.7","",".","0.1","",".","",".","",".",".",".","."
