"","096
990","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","097
990","6","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".","50.0","."
"","098
990","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","108","",".",".",".",".",".",".",".","94.4",".",".",".","2.8",".",".","2.8","."
"PHYSICS
754","Dept. Total","2797","3.130","26.4","22.3","22.8","11.7","9.3","2.0","1.1","3.8",".","0.1",".","0.1",".","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","216","3.212","32.4","23.1","22.2","8.3","10.6","1.4","1.9",".",".",".",".",".",".",".",".","."
"Sophomore","","629","3.054","21.1","24.2","27.0","12.9","10.3","2.5","1.4","0.2",".",".",".",".",".",".",".","0.3"
"Junior","","968","3.112","22.8","26.0","24.1","13.5","10.3","2.1","0.9",".",".","0.2",".",".",".",".",".","."
"Senior","","619","3.064","27.6","19.2","23.3","14.4","10.7","2.9","1.6",".",".","0.3",".",".",".",".",".","."
"Undergraduates","","2432","3.094","24.5","23.6","24.5","13.1","10.4","2.3","1.3","0.0",".","0.2",".",".",".",".",".","0.1"
"Special","","37","3.070","29.7","13.5","13.5","18.9","16.2",".",".","8.1",".",".",".",".",".",".",".","."
"Graduate","","328","3.687","40.2","14.3","11.3","0.6","0.3",".",".","31.1",".",".",".","0.9",".","0.3","0.9","."
"","Dept. Total","2797","3.130","26.4","22.3","22.8","11.7","9.3","2.0","1.1","3.8",".","0.1",".","0.1",".","0.0","0.1","0.1"
