"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"","236
002","","14","3.464","35.7","28.6","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","Course Total","","32","3.719","62.5","21.9","12.5","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","248
001","","25","3.380","28.0","32.0","28.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","250
001","","18","3.472","44.4","22.2","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","","14","3.321","35.7","35.7","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","300
001","","15","3.893","73.3","20.0",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","002
300","","16","3.781","75.0","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","","31","3.833","74.2","16.1","3.2","3.2",".",".",".","3.2",".",".",".",".",".",".",".","."
"","001
301","","14","3.500","57.1","28.6","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","002
301","","15","3.667","60.0","20.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","003
301","","14","3.286","14.3","71.4","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","004
301","","16","3.750","68.8","25.0",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","005
301","","16","3.875","87.5","6.3",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","006
301","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","","90","3.683","64.4","25.6","4.4","2.2","1.1",".","2.2",".",".",".",".",".",".",".",".","."
"","302
001","","13","3.577","30.8","53.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
302","","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","Course Total","","25","3.620","40.0","44.0","16.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","303
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Poetry Workshop","305
001","","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Composition-English Tchrs","309
001","","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","316
001","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
316","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Writng Across Curriculm","Course Total","","26","3.846","73.1","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","001
320","","21","3.450","42.9","14.3","28.6","4.8","4.8",".",".",".",".",".",".",".",".",".","4.8","."
"Structure of English","324
001","","29","3.017","13.8","24.1","37.9","13.8","6.9",".","3.4",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327
001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","002
328","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","005
328","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","Course Total","","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"English Phonology","330
001","","27","3.093","7.4","25.9","48.1","14.8","3.7",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","333
001","","37","3.608","29.7","62.2","8.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to TESOL Methods","334
001","","18","3.824","77.8","5.6","5.6","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","001
335","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362
001","","27","3.352","48.1","7.4","22.2","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367
001","","28","2.804","7.1","21.4","42.9","17.9",".","3.6","7.1",".",".",".",".",".",".",".",".","."
"Soph Honors: Rsch Meth-English","381
001","","15","3.667","46.7","40.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","417
001","","31","3.048","35.5","12.9","19.4","16.1","9.7",".","6.5",".",".",".",".",".",".",".",".","."
"17th C Literature-1600-1660","420
001","","26","3.125","11.5","11.5","61.5","3.8","3.8",".",".",".",".",".",".",".","3.8","3.8",".","."
"Outstnd Figures-18c Eng Lit","441
001","","27","3.685","48.1","44.4","3.7","3.7",".",".",".",".",".",".",".",".",".",".",".","."
