"","999
012","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","033
999","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","035
999","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Research","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","459","3.662","57.5","24.8","8.3","2.4","1.7","0.9","0.4","2.0","",".","0.9","",".","",".","0.4","0.2",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","100","3.622","47.0","38.0","11.0","2.0",".",".","1.0",".","",".",".","",".","",".",".",".",".","1.0"
"Sophomore","","43","3.698","62.8","27.9",".","7.0","2.3",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","79","3.601","57.0","19.0","15.2","3.8","2.5","1.3",".",".","",".",".","",".","",".","1.3",".",".","."
"Senior","","183","3.660","63.4","21.9","7.7","1.6","2.7","1.6","0.5",".","",".",".","",".","",".",".","0.5",".","."
"Undergraduates","","405","3.643","58.0","25.9","9.1","2.7","2.0","1.0","0.5",".","",".",".","",".","",".","0.2","0.2",".","0.2"
"Special","","3","4.000","66.7",".",".",".",".",".",".","33.3","",".",".","",".","",".",".",".",".","."
"Graduate","","51","3.858","52.9","17.6","2.0",".",".",".",".","15.7","",".","7.8","",".","",".","2.0",".",".","2.0"
"","Dept. Total","459","3.662","57.5","24.8","8.3","2.4","1.7","0.9","0.4","2.0","",".","0.9","",".","",".","0.4","0.2",".","0.4"
