"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"Contemp Iss-Engr Profession","101
001","244","3.789","72.5","20.9","3.7","0.8","1.2",".","0.8",".","",".","",".",".","",".","",".",".",".","."
"","160
001","187","3.680","58.8","25.1","13.9",".",".","1.1","0.5",".","",".","",".",".","",".","","0.5",".",".","."
"","002
160","122","3.697","57.4","27.9","11.5","3.3",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Intro to Engineering Design","Course Total","309","3.687","58.3","26.2","12.9","1.3",".","0.6","0.3","",".","",".",".","",".","",".","0.3",".",".","."
"Dean's Leadership Class","400
001","22","",".",".",".",".",".",".",".",".","",".","","100.0",".","",".","",".",".",".","."
"INTEREGR
496","Dept. Total","575","3.722","62.1","23.0","8.5","1.0","0.5","0.3","0.5","",".","",".","3.8","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","412","3.721","64.3","24.0","9.2","0.7","0.2","0.5","0.5","",".","",".","0.2","",".","",".","0.2",".",".","."
"Sophomore","","132","3.738","61.4","24.2","8.3","2.3","0.8",".",".","",".","",".","3.0","",".","",".",".",".",".","."
"Junior","","17","3.581","58.8","5.9",".",".","5.9",".","5.9","",".","",".","23.5","",".","",".",".",".",".","."
"Senior","","14","4.000","7.1",".",".",".",".",".",".","",".","",".","92.9","",".","",".",".",".",".","."
"Undergraduates","","575","3.722","62.1","23.0","8.5","1.0","0.5","0.3","0.5","",".","",".","3.8","",".","",".","0.2",".",".","."
"","Dept. Total","575","3.722","62.1","23.0","8.5","1.0","0.5","0.3","0.5","",".","",".","3.8","",".","",".","0.2",".",".","."
