"","083
999","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","092
999","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","098
999","1","***","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Ind Work-Applied Music","Course Total","26","3.962","84.6","7.7",".",".",".","",".","",".","3.8","",".",".","",".","",".","3.8",".",".","."
"MUS PERF
664","Dept. Total","491","3.857","75.8","17.1","4.9","0.2","0.8","",".","",".","0.8","",".",".","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","77","3.716","59.7","29.9","7.8",".","2.6","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","77","3.791","70.1","20.8","7.8",".","1.3","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","85","3.846","72.9","21.2","4.7","1.2",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","123","3.881","78.0","15.4","4.9",".",".","",".","",".","1.6","",".",".","",".","",".",".",".",".","."
"Undergraduates","","362","3.820","71.3","21.0","6.1","0.3","0.8","",".","",".","0.6","",".",".","",".","",".",".",".",".","."
"Special","","10","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","119","3.930","87.4","6.7","1.7",".","0.8","",".","",".","1.7","",".",".","",".","",".","1.7",".",".","."
"","Dept. Total","491","3.857","75.8","17.1","4.9","0.2","0.8","",".","",".","0.8","",".",".","",".","",".","0.4",".",".","."
