"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","10012","3.294","35.5","21.6","25.4","6.9","7.7","1.4","0.5","0.6","",".","0.3",".","0.0","0.1","0.0","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","10","2.300",".",".","10.0","10.0","30.0",".",".",".","",".","50.0",".",".",".",".",".","."
"Sophomore","","579","2.961","21.6","10.7","35.8","9.7","18.0","2.2","0.2",".","",".","1.4",".",".",".","0.2",".","0.3"
"Junior","","2873","3.139","28.8","18.3","29.6","8.9","11.1","2.0","0.8","0.2","",".","0.1",".",".","0.2",".",".","0.0"
"Senior","","4149","3.246","31.8","21.3","27.8","8.2","8.1","1.5","0.6","0.4","",".","0.2",".",".",".",".",".","0.0"
"Undergraduates","","7611","3.184","29.9","19.3","29.1","8.6","10.0","1.8","0.6","0.3","",".","0.3",".",".","0.1","0.0",".","0.1"
"Special","","238","3.331","32.8","26.1","26.9","6.7","4.2","0.8","1.3","0.8","",".",".",".",".","0.4",".",".","."
"Graduate","","2133","3.707","56.0","28.8","12.3","0.8","0.1",".",".","1.6","",".","0.2",".","0.1","0.1",".","0.0","."
"Prof Yr 1","","6","3.333","16.7","33.3","50.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","9","3.320","11.1","55.6","22.2","11.1",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","15","3.651","46.7","40.0","13.3",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","30","3.488","30.0","43.3","23.3","3.3",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","10012","3.294","35.5","21.6","25.4","6.9","7.7","1.4","0.5","0.6","",".","0.3",".","0.0","0.1","0.0","0.0","0.0"
