"DAIRY SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","",""
"101
Livestock Production","001","","46","3.174","17.4","15.2","56.5","6.5","4.3",".",".",".",".",".",".",".",".",".",".","."
"272
Pre-Capstone Seminar","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"299
Independent Study","024","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"305
Lactation","001","","30","2.950","13.3","16.7","33.3","20.0","16.7",".",".",".",".",".",".",".",".",".",".","."
"399","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","026","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"414
Ruminant Nutrition","001","","21","3.810","85.7",".","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"434
Reproductive Physiology","001","","9","3.000","22.2","22.2","22.2",".","33.3",".",".",".",".",".",".",".",".",".",".","."
"690
Proseminar","001","","12","3.583","50.0","16.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","024","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","026","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
Pract-Dairy Science Tchng","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"875","004","","10","3.050","30.0",".","40.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"875","006","","6","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"875","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","","20","3.309","55.0",".","20.0","5.0","10.0",".",".","10.0",".",".",".",".",".",".",".","."
"900","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"900","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"900","003","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"900","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"900","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar","Course Total","","17","3.955","58.8","5.9",".",".",".",".",".","35.3",".",".",".",".",".",".",".","."
"950
Seminar in Animal Genomics","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"951
Seminar in Animal Breeding","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","25","",".",".",".",".",".",".",".","56.0",".",".",".","40.0",".",".","4.0","."
