"TERM : 1082","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2007-2008","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","",""
"ENGINEERING PHYSICS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","",""
"Intro to Engineering Research","468
001
5","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","568
001
2","***","","","","","","","","","",".",".",".",".",".   
.   
."
"","005
1
568","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Research Pract-Engr Physics I","Course Total
3","***","","","","","","","","","","","","","",""
"Research Pract-Engr Physics II","569
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"E P
347","9
Dept. Total","3.853","66.7","33.3",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","",""
"Junior","3","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","6","3.893","83.3","16.7",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","9","3.853","66.7","33.3",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
9","3.853","66.7","33.3",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"November 30, 2010","","","","","","","","","","","","","","","","Page 121 of 410"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
