"","999
107","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","138
999","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","144
999","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1365","3.344","31.6","28.1","28.2","7.1","3.6","0.8","0.3","0.3","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.000",".","50.0",".","50.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","363","3.186","18.2","30.6","32.8","9.9","6.9","1.1","0.3",".","",".",".","",".","",".","0.3",".",".","."
"Senior","","658","3.293","25.5","29.9","31.0","8.1","3.6","1.1","0.5","0.3","",".",".","",".","",".",".",".",".","."
"Undergraduates","","1023","3.255","22.9","30.2","31.6","8.8","4.8","1.1","0.4","0.2","",".",".","",".","",".","0.1",".",".","."
"Special","","23","3.326","21.7","30.4","39.1","8.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","317","3.670","60.6","20.8","16.4","1.6",".",".",".","0.6","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","2","3.250",".","50.0","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1365","3.344","31.6","28.1","28.2","7.1","3.6","0.8","0.3","0.3","",".",".","",".","",".","0.1",".",".","."
