"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"","990
037","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","36","",".",".",".",".",".",".",".","77.8","",".",".",".","16.7",".",".","5.6","."
"FOOD SCI
390","Dept. Total","896","3.112","27.3","17.9","16.2","7.4","6.4","3.9","2.0","8.1","",".","9.6","0.1","0.7","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","29","2.692","3.4","17.2","10.3","3.4",".","6.9","3.4",".","",".","51.7","3.4",".",".",".",".","."
"Sophomore","","189","2.980","19.0","24.3","16.4","11.6","7.9","5.3","2.6","1.1","",".","11.6",".",".",".",".",".","."
"Junior","","198","3.093","27.8","19.7","19.7","10.6","8.6","5.1","1.0",".","",".","7.6",".",".",".",".",".","."
"Senior","","380","3.176","35.5","16.6","17.6","5.8","6.6","3.4","2.6","2.4","",".","8.9",".",".","0.5",".",".","."
"Undergraduates","","796","3.094","28.5","19.2","17.6","8.3","7.2","4.4","2.3","1.4","",".","10.8","0.1",".","0.3",".",".","."
"Special","","2","",".",".",".",".",".",".",".","100.0","",".",".",".",".",".",".",".","."
"Graduate","","96","3.718","17.7","6.3","5.2",".",".",".",".","62.5","",".",".",".","6.3",".",".","2.1","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2","3.700","50.0","50.0",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","896","3.112","27.3","17.9","16.2","7.4","6.4","3.9","2.0","8.1","",".","9.6","0.1","0.7","0.2",".","0.2","."
