"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","224
001","23","3.217","30.4","13.0","39.1","13.0",".","4.3",".",".",".",".",".",".",".",".",".","."
"","002
224","24","3.457","41.7","29.2","20.8",".",".",".","4.2",".",".",".",".",".",".",".","4.2","."
"","003
224","21","3.024","28.6","4.8","33.3","28.6",".",".","4.8",".",".",".",".",".",".",".",".","."
"","004
224","19","3.632","57.9","15.8","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","005
224","18","3.861","83.3","5.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
224","23","3.717","73.9","13.0","8.7",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","007
224","24","3.708","54.2","33.3","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
224","23","3.261","26.1","34.8","30.4",".","4.3",".","4.3",".",".",".",".",".",".",".",".","."
"","009
224","21","3.429","47.6","23.8","19.0","4.8",".",".","4.8",".",".",".",".",".",".",".",".","."
"","010
224","22","3.477","31.8","36.4","27.3","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","011
224","25","3.480","40.0","40.0","16.0",".",".",".","4.0",".",".",".",".",".",".",".",".","."
"","012
224","24","3.646","50.0","29.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","267","3.489","46.4","24.0","21.7","4.5","0.4","0.7","1.9",".",".",".",".",".",".",".","0.4","."
"","226
001","18","2.861","27.8",".","22.2","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".","."
"","002
226","20","3.250","20.0","25.0","45.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","003
226","19","2.789",".","26.3","36.8","5.3","31.6",".",".",".",".",".",".",".",".",".",".","."
"","004
226","18","2.912","11.1","22.2","22.2","27.8","5.6","5.6",".","5.6",".",".",".",".",".",".",".","."
"","005
226","19","3.158","10.5","26.3","47.4","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"","006
226","18","3.083","16.7","5.6","55.6","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","007
226","20","3.350","10.0","65.0","15.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","008
226","19","3.028","10.5","21.1","42.1","5.3","15.8",".",".","5.3",".",".",".",".",".",".",".","."
"","009
226","19","3.079","15.8","31.6","26.3","5.3","21.1",".",".",".",".",".",".",".",".",".",".","."
"","010
226","18","3.000","27.8","16.7","22.2","16.7","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","011
226","19","3.368","31.6","31.6","15.8","21.1",".",".",".",".",".",".",".",".",".",".",".","."
"","012
226","20","2.975","15.0","20.0","40.0","5.0","15.0","5.0",".",".",".",".",".",".",".",".",".","."
"","013
226","19","3.368","21.1","42.1","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","014
226","20","3.200","30.0","15.0","35.0","5.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","015
226","20","3.050","15.0",".","65.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","016
226","20","3.050","10.0","35.0","30.0","5.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","018
226","20","2.850","15.0","5.0","55.0","5.0","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"","020
226","19","2.526","26.3",".","26.3",".","26.3","15.8","5.3",".",".",".",".",".",".",".",".","."
"","021
226","19","2.882",".","26.3","31.6","15.8","15.8",".",".","10.5",".",".",".",".",".",".",".","."
"","022
226","19","3.158","15.8","26.3","36.8","15.8","5.3",".",".",".",".",".",".",".",".",".",".","."
"","023
226","20","3.025","15.0","20.0","40.0","5.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","026
226","17","3.294","29.4","23.5","29.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","420","3.059","16.9","22.1","35.0","11.4","11.4","1.4","0.7","1.0",".",".",".",".",".",".",".","."
"","001
311","18","3.438","27.8","44.4","11.1",".",".","5.6",".","11.1",".",".",".",".",".",".",".","."
"","002
311","16","3.656","56.3","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
311","19","3.605","57.9","10.5","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","004
311","20","3.700","60.0","30.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","005
311","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
311","16","3.563","43.8","25.0","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
311","20","3.375","20.0","35.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
311","18","3.324","16.7","33.3","38.9","5.6",".",".",".","5.6",".",".",".",".",".",".",".","."
"","009
311","20","3.450","50.0","30.0","10.0",".","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"","010
311","19","3.526","42.1","42.1","5.3",".","10.5",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 309 of 410",""
