"","074
990","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","075
990","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","076
990","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Research","Course Total","42","",".",".",".",".",".",".",".","100.0","",".",".",".","",".",".",".",".","."
"PATH
704","Dept. Total","495","3.565","51.1","7.5","18.6","2.6","1.8","1.6","0.2","8.7","",".","6.3","0.4","",".","1.0","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","3.390","50.0","9.5","21.4","9.5","4.8",".","2.4",".","",".",".",".","",".",".","2.4",".","."
"Sophomore","","91","3.393","56.0","4.4","23.1","6.6","4.4","5.5",".",".","",".",".",".","",".",".",".",".","."
"Junior","","44","3.581","72.7",".","15.9","4.5","2.3","4.5",".",".","",".",".",".","",".",".",".",".","."
"Senior","","42","3.688","73.8","4.8","11.9",".","4.8","2.4",".","2.4","",".",".",".","",".",".",".",".","."
"Undergraduates","","219","3.487","61.6","4.6","19.2","5.5","4.1","3.7","0.5","0.5","",".",".",".","",".",".","0.5",".","."
"Special","","17","3.675","47.1","5.9","17.6",".",".",".",".",".","",".",".",".","",".","29.4",".",".","."
"Graduate","","102","3.800","26.5","4.9","1.0",".",".",".",".","40.2","",".","25.5","2.0","",".",".",".",".","."
"Prof Yr 2","","159","3.636","56.0","11.9","28.3","0.6",".",".",".",".","",".","3.1",".","",".",".",".",".","."
"Prof Yr 3","","11","3.826","63.6","18.2","9.1",".",".",".",".","9.1","",".",".",".","",".",".",".",".","."
"Prof Yr 4","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".",".",".",".","."
"Professionals","","175","3.674","57.7","12.0","26.3","0.6",".",".",".","0.6","",".","2.9",".","",".",".",".",".","."
"","Dept. Total","513","3.565","52.8","7.2","17.9","2.5","1.8","1.6","0.2","8.4","",".","6.0","0.4","",".","1.0","0.2",".","."
