"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","",""
"Intro to Mod & Contemp Lit","202
001","189","3.564","46.6","36.5","10.6","1.1","2.1",".","2.1",".",".",".",".",".","0.5","0.5",".","."
"Race & Ethnicity-In&Beyond US","205
001","229","3.308","14.4","51.5","24.9","5.7","1.3","1.3","0.9",".",".",".",".",".",".",".",".","."
"Masterpcs of Lit-Honors I","287
001","18","3.583","61.1","27.8","5.6",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Intro to Literary Criticism","310
001","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lyric","351
001","19","3.425","47.4","21.1","15.8","5.3",".",".","5.3","5.3",".",".",".",".",".",".",".","."
"Problems in Genre and Mode","358
001","7","3.825","57.1","28.6",".",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"Literature and Ideas","368
001","38","3.263","7.9","57.9","15.8","15.8","2.6",".",".",".",".",".",".",".",".",".",".","."
"Literary Movements & Trends","372
001","12","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Poetics and Literary Theory","475
001","12","3.513","41.7","41.7",".","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Proseminar","690
001","10","3.556","80.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".",".","10.0"
"","691
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","012
691","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
699","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","012
699","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Probs-Comparative Studies","702
002","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching in the Discipline","731
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Literary Criticism","771
002","20","3.895","80.0","10.0","5.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","990
003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","011
990","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","",""
"COMP LIT
260","Dept. Total","594","3.476","35.2","39.9","14.8","3.9","1.5","0.5","1.5","0.8",".","0.7",".","0.2","0.5","0.3",".","0.2"
