"","988
004","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","006
988","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"Research","990
206","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDICINE
632","Dept. Total","365","3.583","44.9","27.7","12.6","0.5","",".","",".","",".","13.7","",".",".","",".","",".","",".",".","0.3","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","11","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","10","3.893","90.0",".","10.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","23","3.950","95.7",".","4.3",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","4","3.429","75.0",".","25.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","2","3.714","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","97","3.337","26.8","24.7","43.3","2.1","",".","",".","",".","2.1","",".",".","",".","",".","",".",".","1.0","."
"Prof Yr 4","","236","3.795","46.6","32.2","0.8",".","",".","",".","",".","19.9","",".",".","",".","",".","",".",".",".","0.4"
"Professionals","","339","3.565","41.3","29.8","13.3","0.6","",".","",".","",".","14.5","",".",".","",".","",".","",".",".","0.3","0.3"
"","Dept. Total","365","3.583","44.9","27.7","12.6","0.5","",".","",".","",".","13.7","",".",".","",".","",".","",".",".","0.3","0.3"
