"Directed Reading","699
022","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Art&Archaeolog-Ancient Greece","700
001","5","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Prosmr: Rsch Methods & Issues","701
001","9","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Advanced Hist of Philosophy","830
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CLASSICS
244","Dept. Total","352","3.357","34.7","31.0","19.0","5.1","3.4","2.3","1.7","2.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"244
CLASSICS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.250",".","50.0","50.0",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","71","3.386","26.8","39.4","22.5","7.0","4.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","124","3.371","32.3","33.9","22.6","2.4","4.0","1.6","1.6","1.6","",".",".","",".","",".","",".",".",".","."
"Senior","","134","3.242","33.6","28.4","16.4","7.5","3.0","4.5","3.0","3.7","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","331","3.324","31.4","32.9","20.2","5.4","3.6","2.4","1.8","2.1","",".",".","",".","",".","",".",".",".","."
"Special","","4","4.000","25.0",".",".",".",".",".",".","75.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","17","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","352","3.357","34.7","31.0","19.0","5.1","3.4","2.3","1.7","2.8","",".",".","",".","",".","",".",".",".","."
