"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"922","045","","6","3.667","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","090","","9","3.860","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","47","3.932","91.5","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","2","***","","","","","","","","","","","","","","","",""
"944","008","","8","3.950","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"944","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","","10","3.962","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","006","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","012","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","050","","8","3.775","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","071","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","51","3.958","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","010","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","024","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","080","","6","3.885","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","62","3.945","91.9","6.5","1.6",".",".",".",".",".",".",".",".",".",".",".",".","."
