"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Advanced Painting II","Course Total","","24","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"624
Advanced Ceramics II","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"632
Advanced Life Drawing II","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"644
Advanced Art Metal II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","9","3.786","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","074","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","9","2.737","55.6",".",".",".",".",".","22.2",".",".",".",".",".",".",".","22.2","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","51","3.718","80.4","5.9","5.9",".",".",".","3.9",".",".",".",".",".",".",".","3.9","."
"726
Grad Intaglio Printmaking I","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"908","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"908","002","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","004","","26","3.500","23.1","53.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","42","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"912
Adv Research-Drawing","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","009","","10","3.938","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"914","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","077","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","28","3.979","92.9","3.6",".",".",".",".",".",".",".",".",".",".",".",".","3.6","."
"922","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","005","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","","Page 72 of 410"
