"TERM : 1082","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2007-2008","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"PHILOSOPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","","",""
"PHILOS
736","Dept. Total","2242","3.251","30.9","24.6","23.8","8.7","6.1","1.9","1.2","2.1","0.1",".","",".","",".","",".","0.3","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","363","3.216","27.0","26.7","27.8","9.1","7.4","0.3","1.7",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","425","3.167","26.4","26.6","24.9","9.2","7.8","2.6","1.9","0.2",".",".","",".","",".","",".",".","0.5","."
"Junior","","640","3.247","31.6","24.2","24.1","9.8","5.5","2.5","1.3","0.3",".",".","",".","",".","",".","0.5","0.3","."
"Senior","","690","3.271","31.6","25.1","24.1","8.7","5.9","2.2","0.7","1.0","0.3",".","",".","",".","",".","0.1",".","0.3"
"Undergraduates","","2118","3.233","29.7","25.4","24.9","9.2","6.4","2.0","1.3","0.5","0.1",".","",".","",".","",".","0.2","0.2","0.1"
"Special","","18","3.872","61.1","5.6","5.6",".",".",".",".","11.1",".",".","",".","",".","",".","5.6","11.1","."
"Graduate","","106","3.814","48.1","11.3","4.7",".","0.9",".",".","33.0",".",".","",".","",".","",".","0.9","0.9","."
"","Dept. Total","2242","3.251","30.9","24.6","23.8","8.7","6.1","1.9","1.2","2.1","0.1",".","",".","",".","",".","0.3","0.3","0.1"
