"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES & CULTURES OF A Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"999
003
Individual Research","10","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"LCA
Dept. Total
521","342","3.410","41.8","23.7","17.8","4.1","3.2","0.6","2.6","5.0","",".",".","",".","",".","0.3","0.6",".","0.3"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"521
LCA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","35","3.410","31.4","34.3","28.6","2.9",".","2.9",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","95","3.345","42.1","22.1","22.1","6.3","3.2",".","4.2",".","",".",".","",".","",".",".",".",".","."
"Junior","86","3.404","37.2","33.7","10.5","5.8","5.8",".","2.3",".","",".",".","",".","",".","1.2","2.3",".","1.2"
"Senior","77","3.347","41.6","18.2","23.4","1.3","3.9","1.3","3.9","6.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","293","3.371","39.2","25.9","19.8","4.4","3.8","0.7","3.1","1.7","",".",".","",".","",".","0.3","0.7",".","0.3"
"Special","5","3.167",".","40.0",".","20.0",".",".",".","40.0","",".",".","",".","",".",".",".",".","."
"Graduate","44","3.839","63.6","6.8","6.8",".",".",".",".","22.7","",".",".","",".","",".",".",".",".","."
"Dept. Total","342","3.410","41.8","23.7","17.8","4.1","3.2","0.6","2.6","5.0","",".",".","",".","",".","0.3","0.6",".","0.3"
