"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Taxatn:Bus & Persnl Planng","329
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to American Law","601
001","23","3.190","30.4","26.1","26.1",".",".",".",".",".",".",".",".",".",".",".","8.7","."
"Legal Sources","602
001","18","3.111","38.9","16.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","711
001","83","1.169","8.4",".","24.1",".","4.8","1.2",".",".",".",".",".",".",".",".",".","."
"","002
711","101","1.152","7.9",".","22.8",".","5.9","1.0",".",".",".",".",".",".",".",".","1.0","1.0"
"","003
711","18","1.111","16.7",".","11.1",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","004
711","19","1.053","15.8",".","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","005
711","19","0.842","5.3",".","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
711","21","1.762","9.5",".","42.9",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","261","1.174","9.2",".","23.0",".","5.0","0.8",".",".",".",".",".",".",".",".","0.4","0.4"
"","001
714","59","1.052","6.8",".","18.6",".","10.2",".",".",".",".",".",".",".",".",".","1.7","."
"","002
714","58","1.298","8.6",".","27.6",".","5.2",".",".",".",".",".",".",".",".",".",".","1.7"
"","003
714","60","1.267","10.0",".","23.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","004
714","58","0.931","1.7",".","27.6",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"","005
714","21","1.333","4.8",".","38.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","256","1.154","6.6",".","25.4",".","5.9",".",".",".",".",".",".",".",".",".","0.4","0.4"
"","715
001","102","1.225","11.8",".","22.5",".","3.9",".",".",".",".",".",".",".",".",".",".","."
"","002
715","71","1.100","4.2",".","25.4",".","7.0","1.4",".",".",".",".",".",".",".",".",".","1.4"
"","003
715","19","1.316","5.3",".","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
715","22","1.318","13.6",".","22.7",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","005
715","20","1.000","10.0",".","10.0",".","15.0",".",".",".",".",".",".",".",".",".",".","."
"","006
715","21","1.524","23.8",".","19.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Torts I","Course Total","255","1.213","10.2",".","23.1",".","5.1","0.4",".",".",".",".",".",".",".",".",".","0.4"
"Contracts II","721
001","13","1.250","7.7",".","23.1",".","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","001
723","11","0.818",".",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
723","10","0.300",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
723","11","1.636","27.3",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
723","11","0.364","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
723","10","1.700","20.0",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
723","11","1.364",".",".","45.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
723","8","0.750",".",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
723","9","1.333",".",".","44.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
723","11","1.091",".",".","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
723","13","1.583","7.7",".","38.5",".",".",".",".",".",".",".",".",".",".",".",".","7.7"
"","011
723","11","0.818",".",".","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
723","11","1.700","18.2",".","27.3",".",".",".","9.1",".",".",".",".",".",".",".",".","9.1"
"","013
723","11","1.000",".",".","27.3",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","014
723","10","0.900",".",".","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","015
723","11","1.727","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
723","11","1.091","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","017
723","8","1.125",".",".","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
723","12","1.250",".",".","41.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","019
723","11","0.273",".",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","020
723","11","1.273",".",".","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","021
723","12","0.500",".",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 329 of 410",""
