"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8128","3.586","49.4","19.3","15.5","1.8","1.9","0.4","0.2","7.6","0.0","2.9","0.0","0.5","0.2","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","63","3.365","55.6","6.3","19.0","7.9","4.8",".","3.2",".",".",".",".",".",".","3.2",".","."
"Sophomore","","271","3.146","46.5","4.8","30.3","4.4","8.9","3.3","1.8",".",".",".",".",".",".",".",".","."
"Junior","","594","3.368","52.9","12.3","21.9","2.7","7.4","2.0","0.3","0.2",".","0.3",".",".",".",".",".","."
"Senior","","1380","3.534","54.2","16.2","20.6","3.2","3.7","0.6","0.6","0.4",".","0.3",".",".","0.1","0.1",".","0.1"
"Undergraduates","","2308","3.435","53.0","13.6","22.0","3.3","5.3","1.3","0.7","0.3",".","0.3",".",".","0.1","0.1",".","0.0"
"Special","","115","3.461","42.6","13.9","24.3","3.5","0.9","0.9",".","9.6",".",".",".",".","4.3",".",".","."
"Graduate","","1528","3.712","39.1","15.6","6.5","0.5","0.3","0.1",".","31.0","0.1","3.2","0.1","2.4","0.3","0.1","0.7","0.3"
"Prof Yr 1","","968","3.689","62.0","16.9","13.7","1.5","0.9","0.1",".","3.5",".","1.0",".",".",".","0.1","0.1","."
"Prof Yr 2","","1470","3.603","46.4","23.5","20.3","2.0","0.6",".",".","0.6",".","6.5",".",".",".",".",".","0.1"
"Prof Yr 3","","768","3.490","29.9","36.7","18.6","1.0","0.7",".",".","2.2",".","10.3",".","0.1",".",".","0.1","0.3"
"Prof Yr 4","","989","3.816","66.1","21.0","4.8","0.4","0.1",".",".","6.8",".",".",".","0.1","0.5",".",".","0.2"
"Professionals","","4195","3.642","51.6","23.8","14.8","1.4","0.6","0.0",".","3.0",".","4.4",".","0.0","0.1","0.0","0.0","0.1"
"","College Total","8146","3.586","49.5","19.3","15.4","1.8","1.9","0.4","0.2","7.6","0.0","2.9","0.0","0.5","0.2","0.1","0.1","0.1"
