"Intro to Clinical Trials II","544
001","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intro to Biostats for Pop Hlth","551
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Introduction to Bioinformatics","576
001","","9","3.500","11.1","77.8","11.1",".","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Computn&Informatcs in Biol&Med","915
001","","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"B M I
210","Dept. Total","","82","3.750","64.6","14.6","9.8","3.7","",".","",".","",".","7.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","3.250","50.0",".",".","50.0","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","3","3.833","66.7","33.3",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","4","3.625","75.0",".",".","25.0","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","9","3.611","66.7","11.1",".","22.2","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","16","3.423","31.3","12.5","31.3","6.3","",".","",".","",".","18.8","",".",".","",".","",".","",".",".",".","."
"Graduate","","","26","3.643","42.3","34.6","11.5",".","",".","",".","",".","11.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","30","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","31","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","82","3.750","64.6","14.6","9.8","3.7","",".","",".","",".","7.3","",".",".","",".","",".","",".",".",".","."
